구,동,프로젝트명,공번,대공분류,X좌표,Y좌표,표고(m),관정깊이(m),지하수위(m),굴착일자,매립층,퇴적층,풍화암,연암,보통암,경암
,,수원시팔달구_page1_project1_report,,,,,,,,,,,,,,
,,수원시팔달구_page1_project1_report,,,,,,,,,,,,,,
,,수원시팔달구_page1_project1_report,,,,,,,,,,,,,,
,,수원시팔달구_page1_project1_report,,,,,,,,,,,,,,
,,수원시팔달구_page1_project1_report,,,,,,,,,,,,,,
,,수원시팔달구_page1_project1_report,,,,,,,,,,,,,,
,,수원시팔달구_page1_project1_report,,,,,,,,,,,,,,
,,수원시팔달구_page1_project1_report,,,,,,,,,,,,,,
,,수원시팔달구_page1_project1_report,,,,,,,,,,,,,,
,,수원시팔달구_page1_project1_report,,,,,,,,,,,,,,
,,수원시팔달구_page1_project1_report,,,,,,,,,,,,,,
,,수원시팔달구_page1_project1_report,,,,,,,,,,,,,,
,,수원시팔달구_page1_project2_report,,,,,,,,,,,,,,
,,수원시팔달구_page1_project2_report,,,,,,,,,,,,,,
,,수원시팔달구_page1_project2_report,,,,,,,,,,,,,,
,,수원시팔달구_page1_project2_report,,,,,,,,,,,,,,
,,수원시팔달구_page1_project3_report,,,,,,,,,,,,,,
,,수원시팔달구_page1_project3_report,,,,,,,,,,,,,,
,,수원시팔달구_page1_project3_report,,,,,,,,,,,,,,
,,수원시팔달구_page1_project3_report,,,,,,,,,,,,,,
,,수원시팔달구_page1_project3_report,,,,,,,,,,,,,,
,,수원시팔달구_page1_project3_report,,,,,,,,,,,,,,
,,수원시팔달구_page1_project3_report,,,,,,,,,,,,,,
,,수원시팔달구_page1_project3_report,,,,,,,,,,,,,,
,,수원시팔달구_page1_project3_report,,,,,,,,,,,,,,
,,수원시팔달구_page1_project3_report,,,,,,,,,,,,,,
,,수원시팔달구_page1_project3_report,,,,,,,,,,,,,,
,,수원시팔달구_page1_project3_report,,,,,,,,,,,,,,
,,수원시팔달구_page1_project3_report,,,,,,,,,,,,,,
,,수원시팔달구_page1_project3_report,,,,,,,,,,,,,,
,,수원시팔달구_page1_project3_report,,,,,,,,,,,,,,
,,수원시팔달구_page1_project3_report,,,,,,,,,,,,,,
,,수원시팔달구_page1_project3_report,,,,,,,,,,,,,,
,,수원시팔달구_page1_project3_report,,,,,,,,,,,,,,
,,수원시팔달구_page1_project3_report,,,,,,,,,,,,,,
,,수원시팔달구_page1_project3_report,,,,,,,,,,,,,,
,,수원시팔달구_page1_project3_report,,,,,,,,,,,,,,
,,수원시팔달구_page1_project3_report,,,,,,,,,,,,,,
,,수원시팔달구_page1_project3_report,,,,,,,,,,,,,,
,,수원시팔달구_page1_project3_report,,,,,,,,,,,,,,
,,수원시팔달구_page1_project3_report,,,,,,,,,,,,,,
,,수원시팔달구_page1_project3_report,,,,,,,,,,,,,,
,,수원시팔달구_page1_project3_report,,,,,,,,,,,,,,
