프로젝트명,시추공명,경도,위도,표고,상심도,하심도,지층명
285-10,BH-1,207729.826,554214.849,21.6,0.0,14.0,토사
285-10,BH-1,207729.826,554214.849,21.6,14.0,19.5,풍화암
285-10,BH-2,207751.824,554209.781,22.3,0.0,14.0,토사
285-10,BH-2,207751.824,554209.781,22.3,14.0,25.0,풍화암
285-10,BH-3,207734.228,554192.342,21.54,0.0,12.5,토사
285-10,BH-3,207734.228,554192.342,21.54,12.5,19.5,풍화암
285-13,NH-1,189696.552,544792.494,12.6,0.0,19.07,토사
285-13,NH-1,189696.552,544792.494,12.6,19.07,28.06,발파암
285-13,NH-1,189696.552,544792.494,12.6,28.06,33.93,리핑암
285-13,NH-2,189646.763,544807.971,12.2,0.0,17.74,토사
285-13,NH-2,189646.763,544807.971,12.2,17.74,23.76,발파암
285-13,NH-3,189622,544816.583,12.3,0.0,10.91,토사
285-13,NH-3,189622,544816.583,12.3,10.91,16.09,발파암
285-13,NH-4,189595.953,544790.512,12.1,0.0,26.17,토사
285-13,NH-4,189595.953,544790.512,12.1,26.17,31.67,발파암
285-13,NH-4,189595.953,544790.512,12.1,31.67,32.67,리핑암
285-13,NH-5,189644.695,544778.451,12.2,0.0,18.69,토사
285-13,NH-5,189644.695,544778.451,12.2,18.69,22.81,발파암
285-14,NX-1,197391.595,551348.824,0,0.0,6.5,토사
285-14,NX-1,197391.595,551348.824,0,6.5,30.0,발파암
285-14,NX-2,197441.963,551361.113,0,0.0,9.0,토사
285-14,NX-2,197441.963,551361.113,0,9.0,17.0,발파암
285-14,NX-2,197441.963,551361.113,0,17.0,30.0,리핑암
285-14,NX-3,197491.101,551373.403,0,0.0,1.5,토사
285-14,NX-3,197491.101,551373.403,0,1.5,16.5,발파암
285-14,NX-3,197491.101,551373.403,0,16.5,30.0,리핑암
285-14,NX-4,197444.423,551261.603,0,0.0,3.5,토사
285-14,NX-4,197444.423,551261.603,0,3.5,18.5,발파암
285-14,NX-4,197444.423,551261.603,0,18.5,30.0,리핑암
285-14,NX-5,197481.276,551297.238,0,0.0,14.7,발파암
285-14,NX-5,197481.276,551297.238,0,14.7,36.0,리핑암
285-14,NX-6,197526.729,551293.544,0,0.0,9.0,토사
285-14,NX-6,197526.729,551293.544,0,9.0,12.0,발파암
285-14,NX-6,197526.729,551293.544,0,12.0,30.0,리핑암
285-14,NX-7,197548.841,551305.83,0,0.0,2.4,토사
285-14,NX-7,197548.841,551305.83,0,2.4,11.2,발파암
285-14,NX-7,197548.841,551305.83,0,11.2,40.0,리핑암
285-14,NX-8,197504.617,551190.314,0,0.0,2.6,토사
285-14,NX-8,197504.617,551190.314,0,2.6,20.3,발파암
285-14,NX-8,197504.617,551190.314,0,20.3,30.0,리핑암
285-14,NX-9,197573.411,551214.883,0,0.0,2.6,토사
285-14,NX-9,197573.411,551214.883,0,2.6,18.7,발파암
285-14,NX-9,197573.411,551214.883,0,18.7,30.0,리핑암
285-14,NX-10,197520.587,551159.588,0,0.0,3.7,토사
285-14,NX-10,197520.587,551159.588,0,3.7,17.6,발파암
285-14,NX-10,197520.587,551159.588,0,17.6,30.0,리핑암
285-14,NX-11,197548.842,551168.186,0,0.0,7.5,토사
285-14,NX-11,197548.842,551168.186,0,7.5,14.0,발파암
285-14,NX-11,197548.842,551168.186,0,14.0,30.0,리핑암
285-14,NX-12,197606.579,551180.467,0,0.0,4.5,토사
285-14,NX-12,197606.579,551180.467,0,4.5,19.0,발파암
285-14,NX-12,197606.579,551180.467,0,19.0,30.0,리핑암
285-14,NX-13,197628.691,551185.379,0,0.0,1.4,토사
285-14,NX-13,197628.691,551185.379,0,1.4,15.2,발파암
285-14,NX-13,197628.691,551185.379,0,15.2,30.0,리핑암
285-18,BH-1,202214.812,544604.675,0,0.0,13.4,토사
285-18,BH-1,202214.812,544604.675,0,13.4,18.5,풍화암
285-18,BH-2,202224.886,544608.737,0,0.0,13.2,토사
285-18,BH-2,202224.886,544608.737,0,13.2,18.0,풍화암
285-20,NH-1,201359.321,545936.369,12.69,0.0,15.68,토사
285-20,NH-1,201359.321,545936.369,12.69,15.68,28.18,풍화암
285-20,NH-2,201371.079,546106.372,12.84,0.0,24.13,토사
285-20,NH-2,201371.079,546106.372,12.84,24.13,29.13,풍화암
286-1,BH-1,203424.867,562619.537,0,0.0,8.8,토사
286-1,BH-1,203424.867,562619.537,0,8.8,14.8,풍화암
286-1,BH-1,203424.867,562619.537,0,14.8,17.0,발파암
286-1,BH-2,203443.101,562686.284,0,0.0,8.9,토사
286-1,BH-2,203443.101,562686.284,0,8.9,15.1,풍화암
286-1,BH-2,203443.101,562686.284,0,15.1,17.0,발파암
286-1,BH-3,203445.326,562741.446,0,0.0,9.6,토사
286-1,BH-3,203445.326,562741.446,0,9.6,13.0,풍화암
286-1,BH-3,203445.326,562741.446,0,13.0,17.0,발파암
286-1,BH-4,203489.456,562647.668,0,0.0,1.0,토사
286-1,BH-4,203489.456,562647.668,0,1.0,9.1,풍화암
286-1,BH-4,203489.456,562647.668,0,9.1,17.0,발파암
286-3,BH-1,211548.634,545412.775,29,0.0,10.5,토사
286-3,BH-1,211548.634,545412.775,29,10.5,20.0,풍화암
286-3,BH-2,211578.049,545396.604,31.8,0.0,14.0,리핑암
286-3,BH-3,211606.256,545382.058,34,0.0,4.5,토사
286-3,BH-3,211606.256,545382.058,34,4.5,11.0,풍화암
286-3,BH-3,211606.256,545382.058,34,11.0,13.0,리핑암
286-18,BH-1,210915.788,544276.136,29.1,0.0,10.5,토사
286-18,BH-1,210915.788,544276.136,29.1,10.5,23.0,발파암
286-18,BH-1,210915.788,544276.136,29.1,23.0,24.5,리핑암
286-18,BH-2,210933.3,544248.319,29.3,0.0,0.4,토사
286-18,BH-2,210933.3,544248.319,29.3,0.4,9.0,발파암
286-18,BH-2,210933.3,544248.319,29.3,9.0,19.5,리핑암
286-18,BH-3,210942.05,544225.925,29.6,0.0,0.8,토사
286-18,BH-3,210942.05,544225.925,29.6,0.8,20.3,발파암
286-18,BH-3,210942.05,544225.925,29.6,20.3,22.0,리핑암
286-20,NH-1,200269.443,553641.117,49.76,0.0,7.2,토사
286-20,NH-1,200269.443,553641.117,49.76,7.2,12.2,풍화암
286-20,NH-1,200269.443,553641.117,49.76,12.2,20.2,발파암
286-20,NH-2,200293.206,553591.556,49.56,0.0,8.6,토사
286-20,NH-2,200293.206,553591.556,49.56,8.6,14.7,풍화암
286-20,NH-2,200293.206,553591.556,49.56,14.7,20.3,발파암
287-1,NH-1,200269.443,553641.117,49.76,0.0,7.2,토사
287-1,NH-1,200269.443,553641.117,49.76,7.2,12.2,풍화암
287-1,NH-1,200269.443,553641.117,49.76,12.2,20.2,발파암
287-1,NH-2,200293.206,553591.556,49.56,0.0,8.6,토사
287-1,NH-2,200293.206,553591.556,49.56,8.6,14.7,풍화암
287-1,NH-2,200293.206,553591.556,49.56,14.7,20.3,발파암
287-4,BH-1,190826.507,550913.269,10.4,0.0,28.43,토사
287-4,BH-1,190826.507,550913.269,10.4,28.43,31.43,발파암
287-4,BH-2,191068.312,550770.816,8,0.0,15.27,토사
287-4,BH-3,192183.783,551001.689,9.4,0.0,14.58,토사
287-4,BH-3,192183.783,551001.689,9.4,14.58,15.58,발파암
287-4,BH-4,192888.163,551382.312,10.4,0.0,14.21,토사
287-4,BH-4,192888.163,551382.312,10.4,14.21,15.31,발파암
287-4,BH-5,193311.359,551362.9,10.4,0.0,16.03,토사
287-4,BH-5,193311.359,551362.9,10.4,16.03,16.53,발파암
287-4,BH-6,190813.502,550768.986,13.7,0.0,17.53,토사
287-4,NH-1,191570.33,550857.99,8.6,0.0,9.03,토사
287-4,NH-2,192461.122,551081.339,10.8,0.0,7.07,토사
287-4,NH-3,190815.278,551009.289,10.5,0.0,18.39,토사
287-9,BH-1,195253.203,550579.122,0,0.0,2.3,토사
287-9,BH-1,195253.203,550579.122,0,2.3,10.0,발파암
287-9,BH-2,195235.584,550568.715,0,0.0,5.4,토사
287-9,BH-2,195235.584,550568.715,0,5.4,8.5,발파암
287-9,BH-2,195235.584,550568.715,0,8.5,10.0,리핑암
287-11,BH-1,197653.306,546877.903,29.74,0.0,16.5,토사
287-11,BH-1,197653.306,546877.903,29.74,16.5,22.0,발파암
287-11,BH-1,197653.306,546877.903,29.74,22.0,30.0,리핑암
287-11,BH-2,197646.815,546862.498,29.77,0.0,21.0,토사
287-11,BH-2,197646.815,546862.498,29.77,21.0,24.29,발파암
287-11,BH-2,197646.815,546862.498,29.77,24.29,34.5,리핑암
287-11,BH-3,197641.339,546849.12,29.81,0.0,22.5,토사
287-11,BH-3,197641.339,546849.12,29.81,22.5,27.5,발파암
287-11,BH-3,197641.339,546849.12,29.81,27.5,30.0,리핑암
287-11,BH-4,197631.851,546886.636,29.97,0.0,18.0,토사
287-11,BH-4,197631.851,546886.636,29.97,18.0,24.2,발파암
287-11,BH-4,197631.851,546886.636,29.97,24.2,28.2,리핑암
287-11,BH-5,197626.168,546868.797,29.85,0.0,17.3,토사
287-11,BH-5,197626.168,546868.797,29.85,17.3,24.0,발파암
287-11,BH-5,197626.168,546868.797,29.85,24.0,28.0,리핑암
287-11,BH-6,197621.098,546856.838,29.79,0.0,19.5,토사
287-11,BH-6,197621.098,546856.838,29.79,19.5,25.0,발파암
287-11,BH-6,197621.098,546856.838,29.79,25.0,30.0,리핑암
287-12,BH-1,191666.275,537874,51.5,0.0,4.0,토사
287-12,BH-1,191666.275,537874,51.5,4.0,6.0,발파암
287-12,BH-2,191673.508,537889.456,50.3,0.0,2.2,토사
287-12,BH-2,191673.508,537889.456,50.3,2.2,5.0,발파암
287-14,BH-1,207109.094,553057.903,15.78,0.0,13.17,토사
287-14,BH-1,207109.094,553057.903,15.78,13.17,25.03,풍화암
287-14,BH-2,207115.116,552998.93,15.78,0.0,11.47,토사
287-14,BH-2,207115.116,552998.93,15.78,11.47,30.03,풍화암
287-14,BH-3,207120.142,552931.959,16.28,0.0,14.61,토사
287-14,BH-3,207120.142,552931.959,16.28,14.61,25.21,풍화암
287-14,BH-4,207130.173,552846.997,16.38,0.0,14.54,토사
287-14,BH-4,207130.173,552846.997,16.38,14.54,25.06,풍화암
287-14,BH-5,207138.17,552766.996,16.14,0.0,15.14,토사
287-14,BH-5,207138.17,552766.996,16.14,15.14,37.14,풍화암
287-14,BH-5,207138.17,552766.996,16.14,37.14,37.94,리핑암
287-14,BH-6,207076.174,552898.966,15.82,0.0,16.67,토사
287-14,BH-6,207076.174,552898.966,15.82,16.67,25.67,풍화암
287-14,BH-7,207083.183,552828.981,15.52,0.0,16.95,토사
287-14,BH-7,207083.183,552828.981,15.52,16.95,36.35,풍화암
287-14,BH-7,207083.183,552828.981,15.52,36.35,37.35,리핑암
287-14,BH-8,207086.178,552783.978,15.32,0.0,15.62,토사
287-14,BH-8,207086.178,552783.978,15.32,15.62,32.22,풍화암
287-15,BH-1,210880.012,544253.288,28.1,0.0,21.7,발파암
287-15,BH-1,210880.012,544253.288,28.1,21.7,24.0,리핑암
287-15,BH-2,210903.643,544219.642,28.9,0.0,13.5,토사
287-15,BH-2,210903.643,544219.642,28.9,13.5,23.0,리핑암
287-16,BH-1,209058.525,543980.12,8.52,0.0,10.5,토사
287-16,BH-1,209058.525,543980.12,8.52,10.5,11.7,발파암
287-16,BH-1,209058.525,543980.12,8.52,11.7,13.0,리핑암
287-16,BH-2,210413.25,541983.137,12.5,0.0,6.0,토사
287-16,BH-2,210413.25,541983.137,12.5,6.0,8.5,발파암
287-16,BH-2,210413.25,541983.137,12.5,8.5,10.0,리핑암
287-18,BH-1,203554.193,562266.795,0,0.0,7.2,토사
287-18,BH-1,203554.193,562266.795,0,7.2,17.0,풍화암
287-18,BH-2,203542.329,562253.338,0,0.0,6.5,토사
287-18,BH-2,203542.329,562253.338,0,6.5,17.0,풍화암
288-2,BH-1,206509.908,552393.896,0,0.0,13.5,토사
288-2,BH-1,206509.908,552393.896,0,13.5,17.0,풍화암
288-2,BH-1,206509.908,552393.896,0,17.0,19.0,리핑암
288-2,BH-2,206487.447,552386.411,0,0.0,10.3,토사
288-2,BH-2,206487.447,552386.411,0,10.3,12.2,풍화암
288-2,BH-2,206487.447,552386.411,0,12.2,14.2,리핑암
288-2,BH-3,206479.944,552352.052,0,0.0,10.0,토사
288-2,BH-3,206479.944,552352.052,0,10.0,13.0,풍화암
288-2,BH-3,206479.944,552352.052,0,13.0,15.0,리핑암
288-4,BH-1,190811.857,542538.955,0,0.0,18.0,토사
288-4,BH-1,190811.857,542538.955,0,18.0,27.0,풍화암
288-4,BH-1,190811.857,542538.955,0,27.0,29.0,리핑암
288-4,BH-2,190764.053,542488.608,0,0.0,4.8,토사
288-4,BH-2,190764.053,542488.608,0,4.8,29.0,풍화암
288-4,BH-2,190764.053,542488.608,0,29.0,31.0,리핑암
288-4,BH-3,190671.295,542482.292,0,0.0,13.5,토사
288-4,BH-3,190671.295,542482.292,0,13.5,18.0,풍화암
288-4,BH-4,190707.465,542543.541,0,0.0,7.0,토사
288-4,BH-4,190707.465,542543.541,0,7.0,25.5,풍화암
288-4,BH-5,190741.101,542586.83,0,0.0,19.5,토사
288-4,BH-5,190741.101,542586.83,0,19.5,24.0,풍화암
288-4,BH-6,190773.391,542542.838,0,0.0,18.0,토사
288-4,BH-6,190773.391,542542.838,0,18.0,31.0,풍화암
288-6,BH-1,204525.12,544158.018,20.6,0.0,6.94,토사
288-6,BH-1,204525.12,544158.018,20.6,6.94,16.04,풍화암
288-6,BH-1,204525.12,544158.018,20.6,16.04,17.96,리핑암
288-6,BH-2,204593.145,544181.995,20.1,0.0,15.05,토사
288-6,BH-2,204593.145,544181.995,20.1,15.05,19.25,풍화암
288-6,BH-2,204593.145,544181.995,20.1,19.25,20.25,리핑암
288-6,BH-3,204566.106,544122.02,21.5,0.0,5.93,토사
288-6,BH-3,204566.106,544122.02,21.5,5.93,15.93,풍화암
288-6,BH-3,204566.106,544122.02,21.5,15.93,19.07,리핑암
288-6,BH-4,204525.134,544132.014,20.4,0.0,11.9,토사
288-6,BH-4,204525.134,544132.014,20.4,11.9,21.1,풍화암
288-6,BH-4,204525.134,544132.014,20.4,21.1,22.1,리핑암
288-6,BH-5,204594.112,544157.008,20,0.0,13.94,토사
288-6,BH-5,204594.112,544157.008,20,13.94,20.94,풍화암
288-6,BH-5,204594.112,544157.008,20,20.94,21.94,리핑암
288-8,BH-1,204526.119,544157.018,20.6,0.0,11.54,토사
288-8,BH-1,204526.119,544157.018,20.6,11.54,16.04,풍화암
288-8,BH-1,204526.119,544157.018,20.6,16.04,17.96,발파암
288-8,BH-2,204593.148,544183.994,20.1,0.0,15.23,토사
288-8,BH-2,204593.148,544183.994,20.1,15.23,19.43,풍화암
288-8,BH-2,204593.148,544183.994,20.1,19.43,20.43,발파암
288-8,BH-3,204568.105,544121.02,21.5,0.0,6.19,토사
288-8,BH-3,204568.105,544121.02,21.5,6.19,16.19,풍화암
288-8,BH-3,204568.105,544121.02,21.5,16.19,18.81,발파암
288-8,BH-4,204526.133,544132.014,20.4,0.0,11.88,토사
288-8,BH-4,204526.133,544132.014,20.4,11.88,21.08,풍화암
288-8,BH-4,204526.133,544132.014,20.4,21.08,22.08,발파암
288-8,BH-5,204595.111,544156.009,20,0.0,13.91,토사
288-8,BH-5,204595.111,544156.009,20,13.91,20.91,풍화암
288-8,BH-5,204595.111,544156.009,20,20.91,21.91,발파암
288-9,BH-1,201406.214,542477.258,0,0.0,1.0,토사
288-9,BH-1,201406.214,542477.258,0,1.0,15.0,발파암
288-9,BH-1,201406.214,542477.258,0,15.0,18.5,리핑암
288-9,BH-2,201400.055,542496.478,0,0.0,18.0,토사
288-9,BH-2,201400.055,542496.478,0,18.0,24.0,발파암
288-9,BH-3,201385.521,542514.711,0,0.0,7.0,토사
288-9,BH-3,201385.521,542514.711,0,7.0,14.7,발파암
288-9,BH-3,201385.521,542514.711,0,14.7,15.7,리핑암
288-12,BH-1,210233.726,544706.833,0,0.0,4.5,토사
288-12,BH-1,210233.726,544706.833,0,4.5,14.0,발파암
288-12,BH-1,210233.726,544706.833,0,14.0,15.0,리핑암
288-12,BH-2,210257.122,544717.146,0,0.0,6.0,토사
288-12,BH-2,210257.122,544717.146,0,6.0,13.7,발파암
288-12,BH-2,210257.122,544717.146,0,13.7,15.0,리핑암
288-12,BH-3,210242.877,544691.64,0,0.0,9.0,토사
288-12,BH-3,210242.877,544691.64,0,9.0,13.0,발파암
288-12,BH-3,210242.877,544691.64,0,13.0,14.0,리핑암
288-14,BH-1,204008.115,549331.726,0,0.0,22.5,토사
288-14,BH-1,204008.115,549331.726,0,22.5,24.0,발파암
288-14,BH-1,204008.115,549331.726,0,24.0,26.0,리핑암
288-14,BH-2,204092.109,549239.721,0,0.0,21.0,토사
288-14,BH-2,204092.109,549239.721,0,21.0,23.8,풍화암
288-14,BH-2,204092.109,549239.721,0,23.8,26.0,발파암
288-17,BH-1,192106.665,553609.751,0,0.0,3.7,토사
288-17,BH-1,192106.665,553609.751,0,3.7,10.5,풍화암
288-17,BH-1,192106.665,553609.751,0,10.5,15.0,리핑암
288-17,BH-2,192095.035,553590.898,0,0.0,10.5,토사
288-17,BH-2,192095.035,553590.898,0,10.5,13.8,풍화암
288-17,BH-2,192095.035,553590.898,0,13.8,14.8,리핑암
288-19,BH-1,197512.468,551183.794,34.3,0.0,2.6,토사
288-19,BH-1,197512.468,551183.794,34.3,2.6,15.5,발파암
288-19,BH-1,197512.468,551183.794,34.3,15.5,21.3,리핑암
288-19,BH-2,197538.938,551148.614,36.7,0.0,3.49,토사
288-19,BH-2,197538.938,551148.614,36.7,3.49,24.79,발파암
288-19,BH-2,197538.938,551148.614,36.7,24.79,30.71,리핑암
288-19,BH-3,197558.889,551160.863,37.2,0.0,26.61,발파암
288-19,BH-4,197550.79,551178.65,37.2,0.0,19.37,발파암
288-19,BH-4,197550.79,551178.65,37.2,19.37,27.63,리핑암
288-19,BH-5,197533.407,551188.929,35.6,0.0,0.59,토사
288-19,BH-5,197533.407,551188.929,35.6,0.59,17.29,발파암
288-19,BH-5,197533.407,551188.929,35.6,17.29,25.21,리핑암
288-19,BH-6,197529.852,551170.354,35.1,0.0,1.67,토사
288-19,BH-6,197529.852,551170.354,35.1,1.67,28.77,발파암
288-19,BH-6,197529.852,551170.354,35.1,28.77,30.07,리핑암
288-19,BH-7,197512.863,551164.823,34.2,0.0,5.24,토사
288-19,BH-7,197512.863,551164.823,34.2,5.24,19.74,발파암
288-19,BH-7,197512.863,551164.823,34.2,19.74,25.74,리핑암
288-20,NH-1,211092.678,548971.373,19.69,0.0,20.29,토사
288-20,NH-1,211092.678,548971.373,19.69,20.29,31.0,발파암
288-20,NH-1,211092.678,548971.373,19.69,31.0,37.2,리핑암
288-20,NH-1,211092.678,548971.373,19.69,37.2,40.0,발파암
288-20,NH-2,210984.023,549010.292,18.25,0.0,17.39,토사
288-20,NH-2,210984.023,549010.292,18.25,17.39,30.5,발파암
288-20,NH-2,210984.023,549010.292,18.25,30.5,36.79,리핑암
288-20,NH-2,210984.023,549010.292,18.25,36.79,40.0,발파암
288-20,NH-3,211001.059,549063.326,18.04,0.0,23.79,토사
288-20,NH-3,211001.059,549063.326,18.04,23.79,29.79,발파암
288-20,NH-3,211001.059,549063.326,18.04,29.79,38.0,리핑암
288-20,NH-3,211001.059,549063.326,18.04,38.0,40.0,발파암
288-20,NH-4,211094.595,548994.264,19.6,0.0,17.8,토사
288-20,NH-4,211094.595,548994.264,19.6,17.8,30.6,발파암
288-20,NH-4,211094.595,548994.264,19.6,30.6,37.5,리핑암
288-20,NH-4,211094.595,548994.264,19.6,37.5,40.0,발파암
288-20,NH-5,211038.478,548972.171,19.3,0.0,18.4,토사
288-20,NH-5,211038.478,548972.171,19.3,18.4,30.5,발파암
288-20,NH-5,211038.478,548972.171,19.3,30.5,37.4,리핑암
288-20,NH-5,211038.478,548972.171,19.3,37.4,40.0,발파암
288-20,NH-6,211061.022,549058.677,19.05,0.0,19.0,토사
288-20,NH-6,211061.022,549058.677,19.05,19.0,29.4,발파암
288-20,NH-6,211061.022,549058.677,19.05,29.4,37.6,리핑암
288-20,NH-6,211061.022,549058.677,19.05,37.6,40.0,발파암
288-20,NH-7,211047.181,549015.228,19.11,0.0,19.5,토사
288-20,NH-7,211047.181,549015.228,19.11,19.5,40.0,발파암
288-20,NH-8,211018.633,549021.465,18.04,0.0,22.5,토사
288-20,NH-8,211018.633,549021.465,18.04,22.5,28.8,발파암
288-20,NH-8,211018.633,549021.465,18.04,28.8,37.9,리핑암
288-20,NH-8,211018.633,549021.465,18.04,37.9,40.0,발파암
289-2,BH-2,204874,546909,0,0.0,4.5,풍화암
289-2,BH-2,204874,546909,0,4.5,6.0,발파암
289-4,BH-2,198677.907,542889.932,0,0.0,14.0,리핑암
289-5,BH-1,202565.975,546941.151,0,0.0,13.5,토사
289-5,BH-1,202565.975,546941.151,0,13.5,18.5,리핑암
289-5,BH-2,202574.647,546952.232,0,0.0,2.0,토사
289-5,BH-2,202574.647,546952.232,0,2.0,17.0,리핑암
289-7,BH-1,191755.417,553817.356,0,0.0,13.5,토사
289-7,BH-1,191755.417,553817.356,0,13.5,17.0,풍화암
289-7,BH-2,191732.421,553861.333,0,0.0,5.8,토사
289-7,BH-2,191732.421,553861.333,0,5.8,6.7,풍화암
289-7,BH-2,191732.421,553861.333,0,6.7,8.0,리핑암
289-7,BH-3,191696.426,553840.342,0,0.0,2.9,토사
289-7,BH-3,191696.426,553840.342,0,2.9,7.5,리핑암
289-7,BH-4,191721.421,553791.367,0,0.0,4.7,토사
289-7,BH-4,191721.421,553791.367,0,4.7,11.3,풍화암
289-7,BH-4,191721.421,553791.367,0,11.3,12.5,리핑암
289-11,BH-1,202850.468,555077.792,60.04,0.0,26.88,리핑암
289-11,BH-2,202861.822,555049.967,50.48,0.0,3.95,리핑암
289-11,BH-3,202857.471,555034.752,42.62,0.0,7.03,토사
289-11,BH-3,202857.471,555034.752,42.62,7.03,11.13,풍화암
289-11,BH-3,202857.471,555034.752,42.62,11.13,12.73,리핑암
289-11,BH-4,202862.501,555017.166,40.42,0.0,10.53,토사
289-11,BH-4,202862.501,555017.166,40.42,10.53,14.53,풍화암
289-11,BH-4,202862.501,555017.166,40.42,14.53,16.23,리핑암
289-11,NH-1,202876.577,555073.283,33.24,0.0,11.54,토사
289-11,NH-1,202876.577,555073.283,33.24,11.54,13.14,발파암
289-11,NH-2,202880.013,555057.89,32.54,0.0,15.34,토사
289-11,NH-2,202880.013,555057.89,32.54,15.34,15.94,리핑암
289-11,NH-2,202880.013,555057.89,32.54,15.94,17.34,발파암
289-11,NH-3,202886.707,555047.836,30.17,0.0,20.15,토사
289-11,NH-3,202886.707,555047.836,30.17,20.15,24.85,풍화암
289-11,NH-3,202886.707,555047.836,30.17,24.85,26.85,리핑암
289-11,NH-4,202886.795,555038.911,30.61,0.0,20.44,토사
289-11,NH-4,202886.795,555038.911,30.61,20.44,29.04,풍화암
289-11,NH-4,202886.795,555038.911,30.61,29.04,30.34,리핑암
289-11,NH-4,202886.795,555038.911,30.61,30.34,31.04,발파암
289-11,NH-5,202877.215,555035.282,31,0.0,19.71,토사
289-11,NH-5,202877.215,555035.282,31,19.71,24.01,풍화암
289-11,NH-5,202877.215,555035.282,31,24.01,26.21,발파암
289-13,BH-1,189418.793,541992.606,10.1,0.0,19.0,토사
289-13,BH-1,189418.793,541992.606,10.1,19.0,24.0,풍화암
289-13,BH-2,189463.652,542010.779,10.5,0.0,19.0,토사
289-13,BH-2,189463.652,542010.779,10.5,19.0,24.0,풍화암
289-13,BH-3,189508.752,542026.807,10.9,0.0,18.0,토사
289-13,BH-3,189508.752,542026.807,10.9,18.0,23.0,풍화암
289-13,BH-4,189445.646,541943.845,10.6,0.0,18.0,토사
289-13,BH-4,189445.646,541943.845,10.6,18.0,24.0,풍화암
289-13,BH-5,189479.721,541956.865,10.8,0.0,18.0,토사
289-13,BH-5,189479.721,541956.865,10.8,18.0,20.8,풍화암
289-13,BH-5,189479.721,541956.865,10.8,20.8,22.5,리핑암
289-13,BH-6,189525.723,541974.926,10.9,0.0,17.0,토사
289-13,BH-6,189525.723,541974.926,10.9,17.0,22.5,풍화암
289-13,BH-7,189463.7,541911.9,10.7,0.0,7.4,토사
289-13,BH-7,189463.7,541911.9,10.7,7.4,18.0,풍화암
289-13,BH-8,189492.646,541918.974,10.8,0.0,19.0,토사
289-13,BH-8,189492.646,541918.974,10.8,19.0,23.1,풍화암
289-13,BH-8,189492.646,541918.974,10.8,23.1,24.5,리핑암
289-13,BH-9,189517.613,541930.025,10.8,0.0,19.0,토사
289-13,BH-9,189517.613,541930.025,10.8,19.0,21.7,풍화암
289-13,BH-9,189517.613,541930.025,10.8,21.7,23.0,리핑암
289-13,BH-10,189476.514,541856.092,9.8,0.0,15.5,토사
289-13,BH-10,189476.514,541856.092,9.8,15.5,17.3,풍화암
289-13,BH-10,189476.514,541856.092,9.8,17.3,18.5,리핑암
289-13,BH-11,189514.489,541885.139,10.9,0.0,18.0,토사
289-13,BH-11,189514.489,541885.139,10.9,18.0,22.3,풍화암
289-13,BH-11,189514.489,541885.139,10.9,22.3,23.5,리핑암
289-13,BH-12,189539.448,541893.198,10.9,0.0,16.5,토사
289-13,BH-12,189539.448,541893.198,10.9,16.5,20.9,풍화암
289-13,BH-12,189539.448,541893.198,10.9,20.9,22.0,리핑암
289-14,BH-1,190372.786,542083.99,9.68,0.0,2.5,토사
289-14,BH-1,190372.786,542083.99,9.68,2.5,16.0,풍화암
289-14,BH-1,190372.786,542083.99,9.68,16.0,10025.68,리핑암
289-14,BH-2,190440.04,542053.902,9.8,0.0,14.0,토사
289-14,BH-2,190440.04,542053.902,9.8,14.0,10029.8,풍화암
289-14,BH-3,190368.069,541998.864,9.64,0.0,14.5,토사
289-14,BH-3,190368.069,541998.864,9.64,14.5,19.5,풍화암
289-14,BH-4,190419.053,541961.036,9.6,0.0,14.0,토사
289-14,BH-4,190419.053,541961.036,9.6,14.0,15.5,풍화암
289-14,BH-4,190419.053,541961.036,9.6,15.5,10025.1,리핑암
289-16,BX-2,200464.084,543248.26,0.94,0.0,43.76,토사
289-16,BX-2,200464.084,543248.26,0.94,43.76,58.26,풍화암
289-16,BX-2,200464.084,543248.26,0.94,58.26,59.26,발파암
289-16,BX-3,200455.161,543240.452,2.03,0.0,53.68,토사
289-16,BX-3,200455.161,543240.452,2.03,53.68,59.68,풍화암
289-16,BX-3,200455.161,543240.452,2.03,59.68,60.68,발파암
289-16,NX-1,200417.023,543235.77,2.16,0.0,53.76,토사
289-16,NX-1,200417.023,543235.77,2.16,53.76,60.46,풍화암
289-16,NX-1,200417.023,543235.77,2.16,60.46,61.96,발파암
289-16,NX-2,200488.616,543242.012,2.03,0.0,59.18,풍화암
289-16,NX-2,200488.616,543242.012,2.03,59.18,61.18,발파암
289-16,NX-3,200442.447,543229.967,5.35,0.0,44.33,토사
289-16,NX-3,200442.447,543229.967,5.35,44.33,49.53,발파암
289-16,NX-4,200476.348,543233.088,5.34,0.0,41.33,토사
289-16,NX-4,200476.348,543233.088,5.34,41.33,45.93,풍화암
289-16,NX-4,200476.348,543233.088,5.34,45.93,50.43,발파암
290-4,BH-1,186119.941,549870.927,0,0.0,1.4,토사
290-4,BH-1,186119.941,549870.927,0,1.4,2.6,풍화암
290-4,BH-1,186119.941,549870.927,0,2.6,7.0,발파암
290-4,BH-2,186080.637,549847.321,0,0.0,2.9,토사
290-4,BH-2,186080.637,549847.321,0,2.9,3.6,풍화암
290-4,BH-2,186080.637,549847.321,0,3.6,7.0,발파암
290-4,BH-3,186135.26,549823.769,0,0.0,4.3,토사
