프로젝트명,시추공명,경도,위도,표고,상심도,하심도,지층명
1-1,BH-1,10716.686,450690.094,17.8,0.0,14.0,토사
1-1,BH-1,10716.686,450690.094,17.8,14.0,22.0,풍화암
1-1,BH-2,10677.792,450628.144,17.55,0.0,26.0,토사
1-1,BH-2,10677.792,450628.144,17.55,26.0,31.0,풍화암
1-1,BH-3,10746.101,450606.744,17.28,0.0,26.0,토사
1-1,BH-3,10746.101,450606.744,17.28,26.0,31.0,풍화암
1-1,BH-4,10787.693,450578.867,14.94,0.0,19.0,토사
1-1,BH-4,10787.693,450578.867,14.94,19.0,25.0,풍화암
1-1,BH-4,10787.693,450578.867,14.94,25.0,28.0,리핑암
1-1,BH-4,10787.693,450578.867,14.94,28.0,30.0,발파암
1-2,NH-1,194649.252,545299.065,22.9,0.0,5.7,토사
1-2,NH-1,194649.252,545299.065,22.9,5.7,13.0,풍화암
1-2,NH-1,194649.252,545299.065,22.9,13.0,20.0,리핑암
1-2,NH-2,194662.32,545322.264,20.44,0.0,3.6,토사
1-2,NH-2,194662.32,545322.264,20.44,3.6,13.0,풍화암
1-2,NH-2,194662.32,545322.264,20.44,13.0,20.0,리핑암
1-2,NH-3,194613.798,545362.38,21.9,0.0,8.5,토사
1-2,NH-3,194613.798,545362.38,21.9,8.5,12.0,풍화암
1-2,NH-4,194635.246,545342.32,20.53,0.0,1.6,토사
1-2,NH-4,194635.246,545342.32,20.53,1.6,20.0,풍화암
1-2,NH-5,194601.774,545331.626,22.44,0.0,1.0,토사
1-2,NH-5,194601.774,545331.626,22.44,1.0,10.7,풍화암
1-2,NH-5,194601.774,545331.626,22.44,10.7,19.0,리핑암
1-2,NH-5,194601.774,545331.626,22.44,19.0,20.0,발파암
1-2,NH-6,194616.285,545324.406,22.69,0.0,7.8,토사
1-2,NH-6,194616.285,545324.406,22.69,7.8,9.6,풍화암
1-2,NH-6,194616.285,545324.406,22.69,9.6,11.0,리핑암
1-2,NH-7,194642.544,545319.22,20.87,0.0,1.0,토사
1-2,NH-7,194642.544,545319.22,20.87,1.0,9.5,풍화암
1-2,NH-7,194642.544,545319.22,20.87,9.5,18.0,리핑암
1-2,NH-7,194642.544,545319.22,20.87,18.0,45.0,토사
1-2,NH-8,194625.955,545311.029,22.58,0.0,1.6,토사
1-2,NH-8,194625.955,545311.029,22.58,1.6,10.5,풍화암
1-2,NH-8,194625.955,545311.029,22.58,10.5,19.0,리핑암
1-2,NH-8,194625.955,545311.029,22.58,19.0,28.0,발파암
1-2,NH-8,194625.955,545311.029,22.58,28.0,45.0,토사
1-2,NH-9,194593.396,545301.464,24.29,0.0,1.4,토사
1-2,NH-9,194593.396,545301.464,24.29,1.4,10.6,풍화암
1-2,NH-9,194593.396,545301.464,24.29,10.6,20.0,리핑암
1-2,NH-9,194593.396,545301.464,24.29,20.0,50.0,토사
1-2,NH-10,194621.347,545291.941,22.9,0.0,10.5,풍화암
1-2,NH-10,194621.347,545291.941,22.9,10.5,16.0,리핑암
1-2,NH-10,194621.347,545291.941,22.9,16.0,20.0,발파암
1-2,NH-11,194651.605,545276.35,22.43,0.0,4.0,토사
1-2,NH-11,194651.605,545276.35,22.43,4.0,10.5,풍화암
1-2,NH-11,194651.605,545276.35,22.43,10.5,19.0,리핑암
1-2,NH-11,194651.605,545276.35,22.43,19.0,30.0,토사
1-2,NH-12,194599.404,545265.694,23.78,0.0,0.8,토사
1-2,NH-12,194599.404,545265.694,23.78,0.8,9.5,풍화암
1-2,NH-12,194599.404,545265.694,23.78,9.5,20.0,리핑암
1-2,NH-13,194632.348,545261.796,23.7,0.0,2.0,토사
1-2,NH-13,194632.348,545261.796,23.7,2.0,11.0,풍화암
1-2,NH-13,194632.348,545261.796,23.7,11.0,20.0,리핑암
1-2,NH-14,194612.133,545252.364,23.78,0.0,1.6,토사
1-2,NH-14,194612.133,545252.364,23.78,1.6,10.0,풍화암
1-2,NH-14,194612.133,545252.364,23.78,10.0,30.0,리핑암
1-2,NH-14,194612.133,545252.364,23.78,30.0,50.0,토사
1-2,NH-15,194580.186,545242.758,27.01,0.0,0.7,토사
1-2,NH-15,194580.186,545242.758,27.01,0.7,7.0,풍화암
1-2,NH-15,194580.186,545242.758,27.01,7.0,20.0,리핑암
1-2,NH-15,194580.186,545242.758,27.01,20.0,25.0,토사
1-2,NH-16,194606.123,545231.505,24.48,0.0,5.0,토사
1-2,NH-16,194606.123,545231.505,24.48,5.0,11.0,풍화암
1-2,NH-16,194606.123,545231.505,24.48,11.0,20.0,리핑암
1-2,NH-17,194635.196,545220.169,25.47,0.0,4.0,토사
1-2,NH-17,194635.196,545220.169,25.47,4.0,15.0,풍화암
1-2,NH-17,194635.196,545220.169,25.47,15.0,20.0,리핑암
1-2,NH-18,194607.736,545213.43,25.55,0.0,6.0,토사
1-2,NH-18,194607.736,545213.43,25.55,6.0,13.0,풍화암
1-2,NH-18,194607.736,545213.43,25.55,13.0,50.0,토사
1-3,BH-1,127.02728611,37.56475278,32.05,0.0,3.5,토사
1-3,BH-1,127.02728611,37.56475278,32.05,3.5,21.0,풍화암
1-3,BH-1,127.02728611,37.56475278,32.05,21.0,24.0,리핑암
1-3,BH-2,127.02703889,37.56476667,32.45,0.0,0.1,토사
1-3,BH-2,127.02703889,37.56476667,32.45,0.1,14.0,풍화암
1-3,BH-2,127.02703889,37.56476667,32.45,14.0,20.0,발파암
1-3,BH-3,127.02697778,37.56456667,32.55,0.0,0.3,토사
1-3,BH-3,127.02697778,37.56456667,32.55,0.3,10.0,풍화암
1-3,BH-3,127.02697778,37.56456667,32.55,10.0,16.0,리핑암
1-3,BH-3,127.02697778,37.56456667,32.55,16.0,20.0,발파암
1-3,BH-4,127.02725833,37.56458333,32.23,0.0,1.5,토사
1-3,BH-4,127.02725833,37.56458333,32.23,1.5,5.0,풍화암
1-3,BH-4,127.02725833,37.56458333,32.23,5.0,14.5,리핑암
1-3,BH-4,127.02725833,37.56458333,32.23,14.5,30.0,발파암
1-4,BH-1,196364.169,556459.708,89.05,0.0,2.6,토사
1-4,BH-1,196364.169,556459.708,89.05,2.6,5.5,풍화암
1-4,BH-1,196364.169,556459.708,89.05,5.5,15.0,리핑암
1-4,BH-2,196328.126,556469.031,91.1,0.0,3.9,토사
1-4,BH-2,196328.126,556469.031,91.1,3.9,15.0,리핑암
1-5,BH-1,23313.462,450505.725,44.01,0.0,13.0,토사
1-5,BH-1,23313.462,450505.725,44.01,13.0,13.8,리핑암
1-5,BH-2,23327.141,450524.331,43.53,0.0,12.8,토사
1-5,BH-2,23327.141,450524.331,43.53,12.8,13.8,리핑암
1-5,BH-3,23342.489,450509.832,31.85,0.0,1.5,토사
1-5,BH-3,23342.489,450509.832,31.85,1.5,15.0,리핑암
1-5,BH-3,23342.489,450509.832,31.85,15.0,30.0,발파암
1-6,NH-1,127.14036944,37.54065278,18.87,0.0,14.0,토사
1-6,NH-1,127.14036944,37.54065278,18.87,14.0,17.5,풍화암
1-6,NH-1,127.14036944,37.54065278,18.87,17.5,40.0,리핑암
1-6,NH-2,127.14043611,37.54042778,19.39,0.0,5.3,토사
1-6,NH-2,127.14043611,37.54042778,19.39,5.3,14.0,풍화암
1-6,NH-2,127.14043611,37.54042778,19.39,14.0,40.0,리핑암
1-6,NH-3,127.14073333,37.54036389,19.26,0.0,5.4,토사
1-6,NH-3,127.14073333,37.54036389,19.26,5.4,21.0,풍화암
1-6,NH-3,127.14073333,37.54036389,19.26,21.0,40.0,리핑암
1-6,NH-4,127.14086111,37.54070556,19.12,0.0,14.0,토사
1-6,NH-4,127.14086111,37.54070556,19.12,14.0,21.5,풍화암
1-6,NH-4,127.14086111,37.54070556,19.12,21.5,40.0,리핑암
1-6,NH-5,127.14073889,37.54086667,19.14,0.0,5.2,토사
1-6,NH-5,127.14073889,37.54086667,19.14,5.2,23.0,풍화암
1-6,NH-5,127.14073889,37.54086667,19.14,23.0,40.0,리핑암
1-7,BH-1,196274.882,552832.431,50.74,0.0,2.6,토사
1-7,BH-1,196274.882,552832.431,50.74,2.6,32.0,풍화암
1-7,BH-1,196274.882,552832.431,50.74,32.0,35.0,리핑암
1-7,BH-2,196277.58,552829.039,50.78,0.0,3.2,토사
1-7,BH-2,196277.58,552829.039,50.78,3.2,10.0,풍화암
1-7,BH-2,196277.58,552829.039,50.78,10.0,15.0,리핑암
1-7,BH-3,196273.661,552845.38,51.07,0.0,4.5,토사
1-7,BH-3,196273.661,552845.38,51.07,4.5,7.8,풍화암
1-7,BH-3,196273.661,552845.38,51.07,7.8,15.0,리핑암
1-7,BH-3,196273.661,552845.38,51.07,15.0,21.0,토사
1-8,BH-1,203388.79,441568.4,19.4,0.0,10.7,토사
1-8,BH-1,203388.79,441568.4,19.4,10.7,13.5,풍화암
1-8,BH-1,203388.79,441568.4,19.4,13.5,19.0,리핑암
1-8,BH-2,203400.64,441557.64,19,0.0,10.5,토사
1-8,BH-2,203400.64,441557.64,19,10.5,11.2,풍화암
1-8,BH-2,203400.64,441557.64,19,11.2,13.0,리핑암
1-9,BH-1,209013.63,555610.504,36.9,0.0,28.0,토사
1-9,BH-1,209013.63,555610.504,36.9,28.0,33.0,풍화암
1-9,BH-2,209003.249,555572.755,36.9,0.0,27.0,토사
1-9,BH-2,209003.249,555572.755,36.9,27.0,32.0,풍화암
1-9,BH-3,209039.264,555561.473,36.9,0.0,27.0,토사
1-9,BH-3,209039.264,555561.473,36.9,27.0,32.0,풍화암
1-10,BH-1,183953.84,553549.74,25,0.0,3.0,토사
1-10,BH-1,183953.84,553549.74,25,3.0,4.0,풍화암
1-10,BH-1,183953.84,553549.74,25,4.0,10.0,리핑암
1-10,BH-2,183970.44,553520.49,24.95,0.0,4.0,토사
1-10,BH-2,183970.44,553520.49,24.95,4.0,11.0,풍화암
1-10,BH-2,183970.44,553520.49,24.95,11.0,16.0,리핑암
1-10,BH-3,183952.99,553486.24,24.95,0.0,2.0,토사
1-10,BH-3,183952.99,553486.24,24.95,2.0,5.0,풍화암
1-10,BH-3,183952.99,553486.24,24.95,5.0,10.0,리핑암
1-10,BH-4,183987,553497.85,20.5,0.0,4.0,토사
1-10,BH-4,183987,553497.85,20.5,4.0,9.0,풍화암
1-10,BH-4,183987,553497.85,20.5,9.0,14.0,리핑암
1-10,BH-5,184009.12,553482.49,17.8,0.0,4.0,토사
1-10,BH-5,184009.12,553482.49,17.8,4.0,21.0,풍화암
1-10,BH-5,184009.12,553482.49,17.8,21.0,26.0,리핑암
1-10,BH-6,184028.06,553504.9,18.2,0.0,4.0,토사
1-10,BH-6,184028.06,553504.9,18.2,4.0,18.0,풍화암
1-10,BH-6,184028.06,553504.9,18.2,18.0,23.0,리핑암
1-11,BH-1,11520.555,452724.356,14.9,0.0,2.5,토사
1-11,BH-1,11520.555,452724.356,14.9,2.5,30.0,풍화암
1-11,BH-2,11525.17,452697.801,14.9,0.0,2.0,토사
1-11,BH-2,11525.17,452697.801,14.9,2.0,25.0,풍화암
1-12,NH-1,195421.44,549331.12,9.85,0.0,12.3,토사
1-12,NH-1,195421.44,549331.12,9.85,12.3,15.0,풍화암
1-12,NH-1,195421.44,549331.12,9.85,15.0,16.0,리핑암
1-12,NH-1,195421.44,549331.12,9.85,16.0,22.0,발파암
1-12,NH-2,195474.18,549308.24,9.76,0.0,13.5,토사
1-12,NH-2,195474.18,549308.24,9.76,13.5,21.0,리핑암
1-12,NH-3,195464.65,549290.93,9.82,0.0,13.0,토사
1-12,NH-3,195464.65,549290.93,9.82,13.0,14.0,풍화암
1-12,NH-3,195464.65,549290.93,9.82,14.0,21.0,발파암
1-13,NH-1,204915.69,550988.44,13.44,0.0,18.0,토사
1-13,NH-1,204915.69,550988.44,13.44,18.0,24.0,리핑암
1-13,NH-2,204995.29,550968.49,12.38,0.0,15.6,토사
1-13,NH-2,204995.29,550968.49,12.38,15.6,18.2,풍화암
1-13,NH-2,204995.29,550968.49,12.38,18.2,23.0,발파암
1-13,NH-2,204995.29,550968.49,12.38,23.0,81.0,토사
1-13,NH-3,205058.09,550980.43,13.63,0.0,17.5,토사
1-13,NH-3,205058.09,550980.43,13.63,17.5,27.0,풍화암
1-13,NH-3,205058.09,550980.43,13.63,27.0,30.0,리핑암
1-13,NH-4,204919.62,550869.63,10.83,0.0,13.7,토사
1-13,NH-4,204919.62,550869.63,10.83,13.7,14.5,풍화암
1-13,NH-4,204919.62,550869.63,10.83,14.5,17.0,리핑암
1-13,NH-4,204919.62,550869.63,10.83,17.0,22.0,발파암
1-13,NH-5,205049.08,550865.64,10.41,0.0,63.0,토사
1-13,NH-6,204985.09,550812.52,13.02,0.0,17.4,토사
1-13,NH-6,204985.09,550812.52,13.02,17.4,18.8,풍화암
1-13,NH-6,204985.09,550812.52,13.02,18.8,23.0,리핑암
1-13,NH-6,204985.09,550812.52,13.02,23.0,25.0,발파암
1-13,NH-6,204985.09,550812.52,13.02,25.0,38.0,토사
1-13,NH-7,204920.86,550771.62,12.9,0.0,17.0,토사
1-13,NH-7,204920.86,550771.62,12.9,17.0,19.5,풍화암
1-13,NH-7,204920.86,550771.62,12.9,19.5,23.0,리핑암
1-13,NH-8,205049.62,550772.74,11.75,0.0,13.8,토사
1-13,NH-8,205049.62,550772.74,11.75,13.8,16.4,풍화암
1-13,NH-8,205049.62,550772.74,11.75,16.4,19.0,리핑암
1-13,NH-8,205049.62,550772.74,11.75,19.0,25.0,발파암
1-13,NH-8,205049.62,550772.74,11.75,25.0,40.0,토사
1-13,NH-9,204986.99,550702.58,11.07,0.0,17.0,토사
1-13,NH-9,204986.99,550702.58,11.07,17.0,18.5,풍화암
1-13,NH-9,204986.99,550702.58,11.07,18.5,23.0,리핑암
1-13,NH-10,204923.29,550655.58,11.4,0.0,15.0,토사
1-13,NH-10,204923.29,550655.58,11.4,15.0,16.8,풍화암
1-13,NH-10,204923.29,550655.58,11.4,16.8,18.4,리핑암
1-13,NH-10,204923.29,550655.58,11.4,18.4,22.0,발파암
1-13,NH-11,205041.65,550644.35,11.09,0.0,62.0,토사
1-13,NH-12,204968.62,550603.99,11.32,0.0,16.5,토사
1-13,NH-12,204968.62,550603.99,11.32,16.5,22.5,풍화암
1-13,NH-12,204968.62,550603.99,11.32,22.5,23.5,리핑암
1-13,NH-12,204968.62,550603.99,11.32,23.5,25.5,발파암
1-13,NH-13,205048.78,550572.94,11.01,0.0,14.0,토사
1-13,NH-13,205048.78,550572.94,11.01,14.0,14.5,풍화암
1-13,NH-13,205048.78,550572.94,11.01,14.5,21.0,리핑암
1-13,NH-14,205110.83,550596.79,10.97,0.0,14.3,토사
1-13,NH-14,205110.83,550596.79,10.97,14.3,19.0,풍화암
1-13,NH-14,205110.83,550596.79,10.97,19.0,22.0,리핑암
1-13,NH-15,205357.75,550595.9,10.19,0.0,12.7,토사
1-13,NH-15,205357.75,550595.9,10.19,12.7,14.2,풍화암
1-13,NH-15,205357.75,550595.9,10.19,14.2,16.0,리핑암
1-13,NH-15,205357.75,550595.9,10.19,16.0,22.0,발파암
1-13,NH-16,205150.53,550450.82,10.15,0.0,14.0,토사
1-13,NH-16,205150.53,550450.82,10.15,14.0,15.0,풍화암
1-13,NH-16,205150.53,550450.82,10.15,15.0,20.0,리핑암
1-13,NH-17,205184.75,550981.12,10.9,0.0,16.0,토사
1-13,NH-17,205184.75,550981.12,10.9,16.0,17.0,풍화암
1-13,NH-17,205184.75,550981.12,10.9,17.0,22.0,발파암
1-13,NH-18,205212.17,551098.7,11.25,0.0,11.0,토사
1-13,NH-18,205212.17,551098.7,11.25,11.0,11.8,풍화암
1-13,NH-18,205212.17,551098.7,11.25,11.8,14.0,리핑암
1-13,NH-18,205212.17,551098.7,11.25,14.0,31.0,토사
1-13,NH-19,205224.29,551177.07,11.36,0.0,14.0,토사
1-13,NH-19,205224.29,551177.07,11.36,14.0,17.0,풍화암
1-13,NH-19,205224.29,551177.07,11.36,17.0,21.0,발파암
1-13,NH-20,205566.1,551186.61,10.2,0.0,12.5,토사
1-13,NH-20,205566.1,551186.61,10.2,12.5,13.0,풍화암
1-13,NH-20,205566.1,551186.61,10.2,13.0,22.0,발파암
1-13,NH-21,205729.81,551082.46,9.91,0.0,12.0,토사
1-13,NH-21,205729.81,551082.46,9.91,12.0,21.6,풍화암
1-13,NH-21,205729.81,551082.46,9.91,21.6,27.0,리핑암
1-13,NH-21,205729.81,551082.46,9.91,27.0,30.0,발파암
1-13,NH-22,205829.35,550814.65,9.81,0.0,14.0,토사
1-13,NH-22,205829.35,550814.65,9.81,14.0,25.8,풍화암
1-13,NH-22,205829.35,550814.65,9.81,25.8,29.0,발파암
1-13,TP-1,204970.9,550838.6,12.26,0.0,2.0,토사
1-13,TP-2,204939.29,550741.23,12.22,0.0,2.0,토사
1-13,TP-3,204998.39,550769.83,12.25,0.0,2.0,토사
1-14,BH-1,126.85583333,37.48861111,11,0.0,13.7,토사
1-14,BH-1,126.85583333,37.48861111,11,13.7,19.5,풍화암
1-14,BH-1,126.85583333,37.48861111,11,19.5,24.0,토사
1-14,BH-2,126.85555556,37.48888889,15,0.0,13.4,토사
1-14,BH-2,126.85555556,37.48888889,15,13.4,18.0,풍화암
1-15,BH-1,194012,544899,54.55,0.0,1.2,토사
1-15,BH-1,194012,544899,54.55,1.2,9.0,풍화암
1-15,BH-1,194012,544899,54.55,9.0,30.0,리핑암
1-15,BH-2,194071,544874,42.3,0.0,1.5,토사
1-15,BH-2,194071,544874,42.3,1.5,15.0,풍화암
1-15,BH-2,194071,544874,42.3,15.0,18.0,리핑암
1-15,BH-3,194020,544813,44.22,0.0,1.0,토사
1-15,BH-3,194020,544813,44.22,1.0,13.0,풍화암
1-15,BH-3,194020,544813,44.22,13.0,20.0,리핑암
1-15,BH-4,194076,544844,42.5,0.0,1.2,토사
1-15,BH-4,194076,544844,42.5,1.2,16.0,풍화암
1-15,BH-4,194076,544844,42.5,16.0,19.0,리핑암
1-15,BH-5,194060,544736,35.5,0.0,1.0,토사
1-15,BH-5,194060,544736,35.5,1.0,13.0,풍화암
1-15,BH-5,194060,544736,35.5,13.0,16.0,리핑암
1-15,BH-6,194087,544814,42.8,0.0,1.5,토사
1-15,BH-6,194087,544814,42.8,1.5,16.0,풍화암
1-15,BH-6,194087,544814,42.8,16.0,19.0,리핑암
1-15,BH-7,194128,544769,34.32,0.0,1.0,토사
1-15,BH-7,194128,544769,34.32,1.0,14.0,풍화암
1-15,BH-7,194128,544769,34.32,14.0,20.0,리핑암
1-15,BH-8,194105,544719,28,0.0,0.5,토사
1-15,BH-8,194105,544719,28,0.5,17.0,풍화암
1-15,BH-8,194105,544719,28,17.0,20.0,리핑암
1-16,NH-1,191768.702,538238.135,39.9,0.0,3.9,토사
1-16,NH-1,191768.702,538238.135,39.9,3.9,7.7,풍화암
1-16,NH-1,191768.702,538238.135,39.9,7.7,21.6,리핑암
1-16,NH-1,191768.702,538238.135,39.9,21.6,24.6,발파암
1-16,NH-1,191768.702,538238.135,39.9,24.6,25.0,토사
1-16,NH-2,191770.402,538202.441,39.75,0.0,2.7,토사
1-16,NH-2,191770.402,538202.441,39.75,2.7,3.2,풍화암
1-16,NH-2,191770.402,538202.441,39.75,3.2,20.0,발파암
1-16,NH-2,191770.402,538202.441,39.75,20.0,95.0,토사
1-16,NH-3,191794.004,538231.225,41.6,0.0,1.7,토사
1-16,NH-3,191794.004,538231.225,41.6,1.7,2.3,풍화암
1-16,NH-3,191794.004,538231.225,41.6,2.3,9.5,리핑암
1-16,NH-3,191794.004,538231.225,41.6,9.5,20.0,발파암
1-16,NH-3,191794.004,538231.225,41.6,20.0,95.0,토사
1-16,NH-4,191824.009,538265.356,45.3,0.0,2.0,토사
1-16,NH-4,191824.009,538265.356,45.3,2.0,3.0,풍화암
1-16,NH-4,191824.009,538265.356,45.3,3.0,8.8,리핑암
1-16,NH-4,191824.009,538265.356,45.3,8.8,17.3,발파암
1-16,NH-4,191824.009,538265.356,45.3,17.3,76.0,토사
1-17,NH-3,203083.86,453035.275,17.6,0.0,15.0,토사
1-17,NH-3,203083.86,453035.275,17.6,15.0,22.0,풍화암
1-17,NH-4,203054.681,452978.304,17.4,0.0,17.0,토사
1-17,NH-4,203054.681,452978.304,17.4,17.0,30.0,풍화암
1-17,NH-5,203104.072,452937.206,17.2,0.0,15.0,토사
1-17,NH-5,203104.072,452937.206,17.2,15.0,22.0,풍화암
1-18,NH-1,203100.566,452997.505,17.5,0.0,17.0,토사
1-18,NH-1,203100.566,452997.505,17.5,17.0,30.0,풍화암
1-18,NH-2,203031.544,452946.123,17.4,0.0,18.0,토사
1-18,NH-2,203031.544,452946.123,17.4,18.0,25.0,풍화암
1-19,BH-1,215201.063,552422.381,21.55,0.0,24.0,토사
1-19,BH-1,215201.063,552422.381,21.55,24.0,26.2,풍화암
1-19,BH-1,215201.063,552422.381,21.55,26.2,28.2,리핑암
1-19,BH-2,215226.433,552464.377,21.39,0.0,24.0,토사
1-19,BH-2,215226.433,552464.377,21.39,24.0,30.0,풍화암
1-19,BH-3,215250.077,552438.431,21.86,0.0,27.0,토사
1-19,BH-3,215250.077,552438.431,21.86,27.0,28.0,풍화암
1-19,BH-3,215250.077,552438.431,21.86,28.0,30.0,리핑암
1-20,NH-1,26109.755,449154.159,20.03,0.0,18.0,토사
1-20,NH-1,26109.755,449154.159,20.03,18.0,22.5,풍화암
1-20,NH-1,26109.755,449154.159,20.03,22.5,27.5,리핑암
1-20,NH-1,26109.755,449154.159,20.03,27.5,30.5,발파암
2-1,NH-1,14797.11,449464.68,0,0.0,22.0,토사
2-1,NH-1,14797.11,449464.68,0,22.0,24.5,풍화암
2-1,NH-1,14797.11,449464.68,0,24.5,30.0,리핑암
2-1,NH-2,14817.893,449460.437,0,0.0,22.0,토사
2-1,NH-2,14817.893,449460.437,0,22.0,25.0,풍화암
2-1,NH-2,14817.893,449460.437,0,25.0,26.0,리핑암
2-2,BH-1,201973.61,561134.53,43.09,0.0,0.5,토사
2-2,BH-1,201973.61,561134.53,43.09,0.5,8.9,풍화암
2-2,BH-1,201973.61,561134.53,43.09,8.9,12.0,리핑암
2-2,BH-2,201956.89,561119.92,43.05,0.0,2.0,풍화암
2-2,BH-2,201956.89,561119.92,43.05,2.0,9.5,토사
2-2,BH-2,201956.89,561119.92,43.05,9.5,10.2,풍화암
2-2,BH-2,201956.89,561119.92,43.05,10.2,28.0,리핑암
2-2,BH-2,201956.89,561119.92,43.05,28.0,65.0,토사
2-2,BH-3,201977.22,561100.3,40.78,0.0,7.0,토사
2-2,BH-3,201977.22,561100.3,40.78,7.0,7.9,풍화암
2-2,BH-3,201977.22,561100.3,40.78,7.9,10.9,리핑암
2-3,BH-1,24672.012,444804.352,46.3,0.0,7.0,토사
2-3,BH-1,24672.012,444804.352,46.3,7.0,11.0,리핑암
2-3,BH-2,24669.116,444802.05,46.3,0.0,9.5,토사
2-3,BH-2,24669.116,444802.05,46.3,9.5,11.0,풍화암
2-3,BH-2,24669.116,444802.05,46.3,11.0,17.0,리핑암
2-3,BH-3,24661.049,444802.22,43.7,0.0,4.5,토사
2-3,BH-3,24661.049,444802.22,43.7,4.5,6.7,풍화암
2-3,BH-3,24661.049,444802.22,43.7,6.7,10.0,리핑암
2-4,BH-1,205191.165,549775.979,13.18,0.0,21.4,토사
2-4,BH-1,205191.165,549775.979,13.18,21.4,22.0,풍화암
2-4,BH-1,205191.165,549775.979,13.18,22.0,30.0,발파암
2-4,BH-2,205217.964,549765.836,13.31,0.0,21.0,토사
2-4,BH-2,205217.964,549765.836,13.31,21.0,21.7,풍화암
2-4,BH-2,205217.964,549765.836,13.31,21.7,24.7,리핑암
2-4,BH-3,205196.208,549795.684,11.6,0.0,20.0,토사
2-4,BH-3,205196.208,549795.684,11.6,20.0,21.0,풍화암
2-4,BH-3,205196.208,549795.684,11.6,21.0,24.0,리핑암
2-5,BH-1,200776.813,543478.801,20.5,0.0,5.0,토사
2-5,BH-1,200776.813,543478.801,20.5,5.0,28.0,풍화암
2-5,BH-1,200776.813,543478.801,20.5,28.0,31.0,리핑암
2-5,BH-2,200783.454,543482.58,20.5,0.0,4.6,토사
2-5,BH-2,200783.454,543482.58,20.5,4.6,27.0,풍화암
2-5,BH-2,200783.454,543482.58,20.5,27.0,30.0,리핑암
2-5,BH-3,200790.096,543483.998,20.5,0.0,4.6,토사
2-5,BH-3,200790.096,543483.998,20.5,4.6,27.0,풍화암
2-5,BH-3,200790.096,543483.998,20.5,27.0,30.0,리핑암
2-6,NH-1,127.06790278,37.56674167,12.4,0.0,11.0,토사
2-6,NH-1,127.06790278,37.56674167,12.4,11.0,15.0,풍화암
2-6,NH-2,127.067875,37.56688333,12.55,0.0,5.5,토사
2-6,NH-2,127.067875,37.56688333,12.55,5.5,13.8,풍화암
2-6,NH-2,127.067875,37.56688333,12.55,13.8,51.0,토사
2-6,NH-3,127.06788056,37.56701389,12.52,0.0,5.7,토사
2-6,NH-3,127.06788056,37.56701389,12.52,5.7,14.0,풍화암
2-6,NH-3,127.06788056,37.56701389,12.52,14.0,16.0,리핑암
2-7,NX-1,197781.087,551012.765,39.58,0.0,2.4,토사
2-7,NX-1,197781.087,551012.765,39.58,2.4,29.0,풍화암
2-7,NX-1,197781.087,551012.765,39.58,29.0,37.0,리핑암
2-7,NX-1,197781.087,551012.765,39.58,37.0,45.0,발파암
2-8,BH-1,204317.038,545864.847,38.85,0.0,2.0,토사
2-8,BH-1,204317.038,545864.847,38.85,2.0,7.3,풍화암
2-8,BH-1,204317.038,545864.847,38.85,7.3,15.0,리핑암
2-8,BH-1,204317.038,545864.847,38.85,15.0,30.0,발파암
2-9,BH-1,25131.065,448484.384,18.9,0.0,13.0,토사
2-9,BH-1,25131.065,448484.384,18.9,13.0,13.6,풍화암
2-9,BH-1,25131.065,448484.384,18.9,13.6,30.0,리핑암
2-9,BH-2,25136.113,448476.245,18.9,0.0,14.0,토사
2-9,BH-2,25136.113,448476.245,18.9,14.0,17.6,풍화암
2-9,BH-2,25136.113,448476.245,18.9,17.6,30.0,리핑암
2-11,NH-1,201936.904,546866.396,17.73,0.0,7.0,토사
2-11,NH-1,201936.904,546866.396,17.73,7.0,13.0,리핑암
2-11,NH-1,201936.904,546866.396,17.73,13.0,28.0,발파암
2-11,NH-1,201936.904,546866.396,17.73,28.0,47.0,토사
2-11,NH-2,201949.708,546868.287,17.43,0.0,7.5,토사
2-11,NH-2,201949.708,546868.287,17.43,7.5,13.0,리핑암
2-12,BH-1,12198.095,445086.852,9.8,0.0,15.0,토사
2-12,BH-1,12198.095,445086.852,9.8,15.0,20.0,리핑암
2-12,BH-2,12211.344,445063.861,9.8,0.0,16.0,토사
2-12,BH-2,12211.344,445063.861,9.8,16.0,17.0,리핑암
2-13,BH-1,203834.317,551786.127,13.96,0.0,1.2,토사
2-13,BH-1,203834.317,551786.127,13.96,1.2,15.2,풍화암
2-13,BH-1,203834.317,551786.127,13.96,15.2,18.2,리핑암
2-13,BH-2,203859.525,551810.04,13.47,0.0,9.0,토사
2-13,BH-2,203859.525,551810.04,13.47,9.0,16.2,풍화암
2-13,BH-2,203859.525,551810.04,13.47,16.2,19.2,리핑암
2-13,BH-3,203862.144,551761.413,13.49,0.0,15.0,토사
2-13,BH-3,203862.144,551761.413,13.49,15.0,20.8,풍화암
2-13,BH-3,203862.144,551761.413,13.49,20.8,23.8,리핑암
2-13,BH-4,203881.539,551781.502,13.27,0.0,12.0,토사
2-13,BH-4,203881.539,551781.502,13.27,12.0,18.4,풍화암
2-13,BH-4,203881.539,551781.502,13.27,18.4,30.0,발파암
2-14,BH-1,127.134875,37.55247222,23.49,0.0,7.8,토사
2-14,BH-1,127.134875,37.55247222,23.49,7.8,18.5,리핑암
